Chemopreventive and metabolic effects of inulin on colon cancer development	journal of veterinary science	1.164
Novel Gut-Based Pharmacology of Metformin in Patients with Type 2 Diabetes Mellitus	plos one	3.234
Integrated Cytokine and Metabolic Analysis of Pathological Responses to Parasite Exposure in Rodents	journal of proteome research	4.245
High glucose increases LPS-induced DC apoptosis through modulation of ERK1/2, AKT and Bax/Bcl-2	bmc gastroenterology	2.365
Chronic Inflammation: Synergistic Interactions of Recruiting Macrophages (TAMs) and Eosinophils (Eos) with Host Mast Cells (MCs) and Tumorigenesis in CALTs. M-CSF, Suitable Biomarker for Cancer Diagnosis!	cancers	NO IMPACT
Gut Pharmacomicrobiomics: the tip of an iceberg of complex interactions between drugs and gut-associated microbes	gut pathogens	2.281
Combinatorial analysis of lupulin gland transcription factors from R2R3Myb, bHLH and WDR families indicates a complex regulation of chs_H1 genes essential for prenylflavonoid biosynthesis in hop (Humulus Lupulus L.)	bmc plant biology	3.813
Heritability and Clinical Determinants of Serum Indoxyl Sulfate and p-Cresyl Sulfate, Candidate Biomarkers of the Human Microbiome Enterotype	plos one	3.234
Potassium permanganate elicits a shift of the external fish microbiome and increases host susceptibility to columnaris disease	veterinary research	2.815
Integrated Metagenomics/Metaproteomics Reveals Human Host-Microbiota Signatures of Crohn's Disease	plos one	3.234
Synbiotic therapy decreases microbial translocation and inflammation and improves immunological status in HIV-infected patients: a double-blind randomized controlled pilot trial	nutrition journal	2.597
On Immunologists and Microbiologists: Ground Zero in the Battle for Interdisciplinary Knowledge	mbio	6.786
High prevalence of antibiotic resistance in commensal Escherichia coli among children in rural Vietnam	bmc infectious diseases	2.613
Tumor Necrosis Factor α Inhibits Expression of the Iron Regulating Hormone Hepcidin in Murine Models of Innate Colitis	plos one	3.234
Reduction of endotoxin attenuates liver fibrosis through suppression of hepatic stellate cell activation and remission of intestinal permeability in a rat non-alcoholic steatohepatitis model	molecular medicine reports	1.554
Antimicrobial resistance characteristics and fitness of Gram-negative fecal bacteria from volunteers treated with minocycline or amoxicillin	frontiers in microbiology	3.989
Comparison of Fecal Microbiota in Children with Autism Spectrum Disorders and Neurotypical Siblings in the Simons Simplex Collection	plos one	3.234
MT-Toolbox: improved amplicon sequencing using molecule tags	bmc bioinformatics	2.576
Effects of Body Fat on the Associations of High-Molecular-Weight Adiponectin, Leptin and Soluble Leptin Receptor with Metabolic Syndrome in Chinese	plos one	3.234
Lack of soluble fiber drives diet-induced adiposity in mice	american journal of physiology - gastrointestinal and liver physiology	NO IMPACT
Ecology and Evolution of the Human Microbiota: Fire, Farming and Antibiotics	genes	1.151
Abstracts of the 27th Spring Symposium of the German Society of Allergy and Clinical Immunology, Mainz, March 12th -13th, 2015	allergo journal international	NO IMPACT
Development of Class IIa Bacteriocins as Therapeutic Agents	international journal of microbiology	NO IMPACT
Dietary phenethylisothiocyanate attenuates bowel inflammation in mice	bmc chemical biology	NO IMPACT
SYNbiotics Easing Renal failure by improving Gut microbiologY (SYNERGY): a protocol of placebo-controlled randomised cross-over trial	bmc nephrology	1.69
Treatment of First Recurrence of Clostridium difficile Infection: Fidaxomicin Versus Vancomycin	clinical infectious diseases: an official publication of the infectious diseases society of america	NO IMPACT
Mucosal Resident Memory CD4 T Cells in Protection and Immunopathology	frontiers in immunology	NO IMPACT
Degradation of Fructans and Production of Propionic Acid by Bacteroides thetaiotaomicron are Enhanced by the Shortage of Amino Acids	frontiers in nutrition	NO IMPACT
Decreased Diversity of the Oral Microbiota of Patients with Hepatitis B Virus-Induced Chronic Liver Disease: A Pilot Project	scientific reports	5.578
Elemental diets role in treatment of high ileostomy output and other gastrointestinal disorders 	gastroenterology and hepatology from bed to bench	NO IMPACT
Should We Build “Obese” or “Lean” Anaerobic Digesters?	plos one	3.234
Osteoimmunology: A Brief Introduction	immune network	NO IMPACT
Mucosal Immunity in the Female Genital Tract, HIV/AIDS	biomed research international	1.579
Application of Ecological Network Theory to  the  Human Microbiome	interdisciplinary perspectives on infectious diseases	NO IMPACT
Adhesion GPCRs are widely expressed throughout the subsections of the gastrointestinal tract	bmc gastroenterology	2.365
Oligotyping reveals differences between gut microbiomes of free-ranging sympatric Namibian carnivores (Acinonyx jubatus, Canis mesomelas) on a bacterial species-like level	frontiers in microbiology	3.989
The association of hospital prevention processes and patient risk factors with the risk of Clostridium difficile infection: a population-based cohort study	bmj quality & safety	3.988
Cell wall structure and function in lactic acid bacteria	microbial cell factories	4.221
Bovine Immunoglobulin/Protein Isolate Binds Pro-Inflammatory Bacterial Compounds and Prevents Immune Activation in an Intestinal Co-Culture Model	plos one	3.234
Th17 Cell Plasticity and Functions in Cancer Immunity	biomed research international	1.579
Coordinated Feeding Behavior in Trichoplax, an Animal without Synapses	plos one	3.234
Food policies for physical and mental health	bmc psychiatry	2.21
Microbial Sensing by the Intestinal Epithelium in the Pathogenesis of Inflammatory Bowel Disease	international journal of inflammation	NO IMPACT
Potential role of probiotics on colorectal cancer prevention	bmc surgery	1.397
Bile Acid Diarrhea: Prevalence, Pathogenesis, and Therapy	gut and liver	1.81
Endosymbiont Tolerance and Control within Insect Hosts	insects	NO IMPACT
Diversity, Distribution and Quantification of Antibiotic Resistance Genes in Goat and Lamb Slaughterhouse Surfaces and Meat Products	plos one	3.234
Metronidazole or Cotrimoxazole Therapy Is Associated with a Decrease in Intestinal Bioavailability of Common Antiretroviral Drugs	plos one	3.234
Development of a healthy biscuit: an alternative approach to biscuit manufacture	nutrition journal	2.597
Cultivable Bacterial Microbiota of Northern Bobwhite (Colinus virginianus): A New Reservoir of Antimicrobial Resistance?	plos one	3.234
Systems Modeling of Interactions between Mucosal Immunity and the Gut Microbiome during Clostridium difficile Infection	plos one	3.234
Actinobacteria from Termite Mounds Show Antiviral Activity against Bovine Viral Diarrhea Virus, a Surrogate Model for Hepatitis C Virus	evidence-based complementary and alternative medicine : ecam	NO IMPACT
Extracellular enolase of Candida albicans is involved in colonization of mammalian intestinal epithelium	frontiers in cellular and infection microbiology	3.719
Tolerance and Safety Evaluation in a Large Cohort of Healthy Infants Fed an Innovative Prebiotic Formula: A Randomized Controlled Trial	plos one	3.234
High quality draft genome sequence of Flavobacterium rivuli type strain WB 3.3-2T (DSM 21788T), a valuable source of polysaccharide decomposing enzymes	standards in genomic sciences	NO IMPACT
Unique Honey Bee (Apis mellifera) Hive Component-Based Communities as Detected by a Hybrid of Phospholipid Fatty-Acid and Fatty-Acid Methyl Ester Analyses	plos one	3.234
Anaerobic Carbon Monoxide Dehydrogenase Diversity in the Homoacetogenic Hindgut Microbial Communities of Lower Termites and the Wood Roach	plos one	3.234
Mediterranean Diet and Health: Food Effects on Gut Microbiota and Disease Control	international journal of molecular sciences	2.862
Effects of Dietary Coptis Chinensis Herb Extract on Growth Performance, Nutrient Digestibility, Blood Characteristics and Meat Quality in Growing-finishing Pigs	asian-australasian journal of animal sciences	0.541
Preventive and therapeutic effects of nitrite supplementation in experimental inflammatory bowel disease☆☆☆	redox biology	NO IMPACT
Fame and future of faecal transplantations — developing next-generation therapies with synthetic microbiomes	microbial biotechnology	3.081
Fecal Lipocalin 2, a Sensitive and Broadly Dynamic Non-Invasive Biomarker for Intestinal Inflammation	plos one	3.234
Abdominal Bloating: Pathophysiology and Treatment	journal of neurogastroenterology and motility	2.296
Interactions between Innate Immunity, Microbiota, and Probiotics	journal of immunology research	Not Available
Early fish introduction and neonatal antibiotics affect the risk of asthma into school age	pediatric allergy and immunology	3.397
The Role of Intestinal Bacteria Overgrowth in Obesity-Related Nonalcoholic Fatty Liver Disease	nutrients	3.27
Dysregulation of Human β-Defensin-2 Protein in Inflammatory Bowel Disease	plos one	3.234
Effects of lactobacillus plantarum ZJ316 on pig growth and pork quality	bmc veterinary research	1.777
Prion Remains Infectious after Passage through Digestive System of American Crows (Corvus brachyrhynchos)	plos one	3.234
A Review of the Mechanism of Injury and Treatment Approaches for Illness Resulting from Exposure to Water-Damaged Buildings, Mold, and Mycotoxins	the scientific world journal	NO IMPACT
Gut Microbiome in Down Syndrome	plos one	3.234
Short- and long-term dynamics in the intestinal microbiota following ingestion of
Bifidobacterium animalis subsp. lactis GCL2505	bioscience of microbiota, food and health	NO IMPACT
Fructophilic lactic acid bacteria inhabit fructose-rich niches in nature	microbial ecology in health and disease	NO IMPACT
Prenatal Methyl-Donor Supplementation Augments Colitis in Young Adult Mice	plos one	3.234
Edaphic and Phytochemical Factors as Predictors of Equine Grass Sickness Cases in the UK	frontiers in pharmacology	3.802
The Intestinal Microbiota Plays a Role in
                    Salmonella-Induced Colitis Independent of Pathogen
                    Colonization	plos one	3.234
Deciphering Host Genotype-Specific Impacts on the Metabolic Fingerprint of Listeria monocytogenes by FTIR Spectroscopy	plos one	3.234
From Commensal to Pathogen: Translocation of Enterococcus faecalis from the Midgut to the Hemocoel of Manduca sexta	mbio	6.786
Wheat aleurone polyphenols increase plasma eicosapentaenoic acid in rats	food & nutrition research	2.162
The microbiome of uncontacted Amerindians	science advances	NO IMPACT
Proteins and Carbohydrates from Red Seaweeds: Evidence for Beneficial Effects on Gut Function and Microbiota	marine drugs	2.853
Helicobacter pylori infection reduces disease severity in an experimental model of multiple sclerosis	frontiers in microbiology	3.989
Comparison of various microbial inocula for the efficient anaerobic digestion of Laminaria hyperborea	bmc biotechnology	2.034
The Fecal Microbiome in Cats with Diarrhea	plos one	3.234
Rapid 16S rRNA Next-Generation Sequencing of Polymicrobial Clinical Samples for Diagnosis of Complex Bacterial Infections	plos one	3.234
